project,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantElements_last,quantFieldsDeprecated_last,quantFieldsDeprecatedWithRelMessage_last,quantTypes_last,quantTypesDeprecated_last,quantTypesDeprecatedWithRelMessage_last,quantMethods_last,quantMethodsDeprecated_last,quantMethodsDeprecatedWithRelMessage_last,quantElements_last,quantElementsDeprecated_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecated_last,avgPopularity,avgSize,avgCommunity,avgActivity,avgMaturity,avgAll,category,category2
bytecode-viewer,git://github.com/Konloch/bytecode-viewer.git,737,85,9,115,541801,35,439,2,308,8.8,174,48.7777777778,661,1371,5949,16,16,454,7,6,4124,35,14,5949,58,36,62.0689655172,0.9749537737,236.5,182917.666666667,239.5925925926,354.8888888889,308,36811.3296296296,Software tools,Non-library
cas,git://github.com/Jasig/cas.git,814,132,57,621,541429,92,1375,14,1855,20.1630434783,3468,24.1228070175,86.5614035088,257,4934,0,0,759,28,18,3918,35,21,4934,63,39,61.9047619048,1.2768544791,406,116669.333333333,55.8947368421,55.3421052632,1855,23808.3140350877,Web libraries and frameworks,Library
wonder,git://github.com/wocommunity/wonder.git,181,60,58,143,331666,63,13408,5,4947,78.5238095238,13077,231.1724137931,761.5517241379,6845,44170,36,3,4335,51,37,32990,235,159,44170,322,199,61.801242236,0.7290015848,110.5,20587.3333333333,350.2413793103,496.3620689655,4947,5298.2873563218,Non-web libraries and frameworks,Library
selenide,git://github.com/codeborne/selenide.git,174,47,12,60,17418,23,174,7,1385,60.2173913043,1146,14.5,106.9166666667,123,1283,2,2,139,1,0,1021,23,14,1283,26,16,61.5384615385,2.0265003897,73.25,13328,44.4722222222,60.7083333333,1385,2978.2861111111,Non-web libraries and frameworks,Library
XChange,git://github.com/timmolter/XChange.git,474,80,70,310,35871,14,2830,20,1295,92.5,3246,40.4285714286,207.6428571429,751,14535,0,0,2363,1,1,11421,12,7,14535,13,8,61.5384615385,0.0894392845,233.5,35706.6666666667,106.0238095238,124.0357142857,1295,7493.0452380952,Non-web libraries and frameworks,Library
pig,git://github.com/apache/pig.git,367,65,6,310,90323,55,2262,26,2357,42.8545454545,2781,377,3712.3333333333,2111,22274,26,11,2467,51,49,17696,71,31,22274,148,91,61.4864864865,0.6644518272,187,11254.3333333333,1365.1111111111,2044.6666666667,2357,3441.6222222222,Software tools,Non-library
WorldGuard,git://github.com/sk89q/WorldGuard.git,323,47,40,294,11149,68,340,16,1738,25.5588235294,1491,8.5,71325,270,2853,1,1,347,3,2,2236,32,19,2853,36,22,61.1111111111,1.261829653,176,29010.6666666667,39.9416666667,39.9125,1738,6200.9041666667,Application,Non-library
accumulo,git://github.com/apache/accumulo.git,171,40,54,96,81697,18,2482,7,1416,78.6666666667,7579,45.962962963,871.3148148148,3790,47051,1,1,5218,62,48,38043,207,115,47051,270,164,60.7407407407,0.5738454018,90.25,236138.666666667,323.7592592593,458.6388888889,1416,47685.462962963,System Software,Non-library
jmonkeyengine,git://github.com/jMonkeyEngine/jmonkeyengine.git,678,149,42,212,657130,4,4235,4,1621,405.25,5160,100.8333333333,699.4523809524,4835,29377,8,8,2340,28,14,22202,65,39,29377,101,61,60.396039604,0.3438063791,270.25,27359.6666666667,280.7619047619,400.1428571429,1621,5986.3642857143,Software tools,Non-library
jdom,git://github.com/hunterhacker/jdom.git,154,23,5,53,52267,14,435,7,5376,384,1622,87,1050.6,206,5253,0,0,393,9,5,4654,26,16,5253,35,21,60,0.6662859318,58.75,4431.3333333333,380.8666666667,568.8,5376,2163.15,Non-web libraries and frameworks,Library
github-api,git://github.com/kohsuke/github-api.git,200,33,52,162,7943,70,98,3,1945,27.7857142857,779,1.8846153846,29.0384615385,214,1510,0,0,122,4,4,1174,26,14,1510,30,18,60,1.9867549669,111.75,12153,27.641025641,15.4615384615,1945,2850.5705128205,Non-web libraries and frameworks,Library
concourse,git://github.com/cinchapi/concourse.git,100,60,14,144,34193,16,756,14,972,60.75,2488,54,2216.2142857143,2387,31027,0,0,2754,0,0,25886,10,6,31027,10,6,60,0.0322299932,79.5,11242.6666666667,761.4047619048,1135.1071428572,972,2838.1357142857,System Software,Non-library
jzmq,git://github.com/zeromq/jzmq.git,416,55,62,284,2618,10,83,3,1901,190.1,574,1.3387096774,9.3225806452,58,578,4,2,49,0,0,471,6,4,578,10,6,60,1.7301038062,204.25,1226.6666666667,24.2204301075,5.3306451613,1901,672.2935483871,Software tools,Non-library
RichTextFX,git://github.com/TomasMikula/RichTextFX.git,109,26,5,34,3026,18,76,2,685,38.0555555556,367,15.2,160.4,26,802,0,0,70,0,0,706,5,3,802,5,3,60,0.6234413965,43.5,44778,60.2,87.8,685,9130.9,Non-web libraries and frameworks,Library
nutch,git://github.com/apache/nutch.git,398,90,5,333,132682,41,850,23,3859,94.1219512195,2009,170,813,685,4065,2,0,506,2,2,2874,1,1,4065,5,3,60,0.12300123,206.5,43104.3333333333,329.3333333333,491.5,3859,9598.1333333333,Application,Non-library
sqlite-jdbc,git://github.com/xerial/sqlite-jdbc.git,113,21,13,34,125131,16,117,18,2850,178125,680,9,134.9230769231,190,1754,0,0,101,0,0,1463,5,3,1754,5,3,60,0.2850627138,45.25,37868.6666666667,52.3076923077,71.9615384615,2850,8177.6371794872,Non-web libraries and frameworks,Library
stratosphere,git://github.com/stratosphere/stratosphere.git,186,37,41,87,109925,8,1927,16,1288,161,4521,47,416.512195122,1333,17077,15,0,2367,0,0,13377,32,28,17077,47,28,59.5744680851,0.2752239855,87.75,15485,168.1707317073,231.756097561,1288,3452.1353658537,Non-web libraries and frameworks,Library
pad,git://github.com/ether/pad.git,989,48,38,187,28012,3,1366,5,1242,414,900,35.9473684211,157.3684210526,1215,5980,1,0,334,4,3,4431,83,49,5980,88,52,59.0909090909,1.4715719064,315.5,113199.666666667,77.1052631579,96.6578947368,1242,22986.1859649123,Software tools,Non-library
mondrian,git://github.com/pentaho/mondrian.git,300,113,42,273,332201,100,1418,47,4807,48.07,3655,33.7619047619,483.3333333333,1856,20300,1,1,1637,6,5,16807,37,20,20300,44,26,59.0909090909,0.2167487685,182,12850.3333333333,186.3650793651,258.5476190476,4807,3656.8492063492,Application,Non-library
osmosis,git://github.com/openstreetmap/osmosis.git,172,21,23,65,17238,38,1013,2,3024,79.5789473684,1623,44.0434782609,260.7826086957,175,5998,0,0,846,5,5,4977,36,19,5998,41,24,58.5365853659,0.6835611871,70.25,5566.3333333333,109.2753623188,152.4130434783,3024,1784.4543478261,System Software,Non-library
fab,git://github.com/shell-software/fab.git,576,42,3,121,10607,7,94,2,135,19.2857142857,81,31.3333333333,87.3333333333,13,262,0,0,23,1,0,226,11,7,262,12,7,58.3333333333,4.5801526718,185.5,10762.3333333333,40.5555555556,59.3333333333,135,2236.5444444445,Non-web libraries and frameworks,Library
testng,git://github.com/cbeust/testng.git,498,97,70,362,30534,51,1491,2,3308,64.862745098,3079,21.3,114.1142857143,565,7988,0,0,1256,2,2,6167,29,16,7988,31,18,58.064516129,0.3880821232,256.75,7724.6666666667,68.4714285714,67.7071428571,3308,2285.1190476191,Non-web libraries and frameworks,Library
effectivejava,git://github.com/ftomassetti/effectivejava.git,338,23,3,22,14595,3,591,7,360,120,328,197,1751.3333333333,110,5254,0,0,534,8,7,4610,32,16,5254,40,23,57.5,0.761324705,96.5,22481.3333333333,650.4444444444,974.1666666667,360,4912.4888888889,Software tools,Non-library
rest.li,git://github.com/linkedin/rest.li.git,912,133,33,180,59965,250,2225,3,1067,4268,1173,67.4242424242,535.8484848485,1017,17683,0,0,2133,6,3,14533,41,24,17683,47,27,57.4468085106,0.2657920036,314.5,24056,212.0909090909,301.6363636364,1067,5190.2454545455,Non-web libraries and frameworks,Library
BoofCV,git://github.com/lessthanoptimal/BoofCV.git,173,45,2,69,51712,18,2773,3,1576,87.5555555556,1325,1386.5,12791.5,6610,25583,0,0,3039,0,0,15934,7,4,25583,7,4,57.1428571429,0.02736192,72.25,145098.666666667,4726.6666666667,7089,1576,31712.5166666667,Non-web libraries and frameworks,Library
elasticsearch,git://github.com/elastic/elasticsearch.git,12405,1263,500,3996,403678,129,6035,40,2021,15.6666666667,15022,12.07,105492,5410,52746,10,6,5990,33,13,41346,66,43,52746,109,62,56.880733945,0.2066507413,4541,270112.333333333,205854,58781,2021,55387.7936666667,Software tools,Non-library
sonarqube,git://github.com/SonarSource/sonarqube.git,708,97,35,374,748653,197,8938,53,1810,9.1878172589,16672,255.3714285714,1259.8571428572,4858,44095,149,65,4744,124,87,34493,275,156,44095,548,308,56.204379562,1.2427712893,303.5,24496.3333333333,516.7428571429,757.6142857143,1810,5576.8380952381,Application,Non-library
lenskit,git://github.com/lenskit/lenskit.git,322,63,18,147,28419,44,975,7,1950,44.3181818182,4697,54.1666666667,348.8888888889,298,6280,0,0,886,4,4,5096,48,25,6280,52,29,55.7692307692,0.8280254777,137.5,9992,140.3518518519,201.5277777778,1950,2484.2759259259,Application,Non-library
ccnx,git://github.com/ProjectCCNx/ccnx.git,154,44,9,56,22371,32,1325,2,2453,76.65625,11113,147.2222222222,957.2222222222,2437,8615,0,0,658,4,0,5520,50,30,8615,54,30,55.5555555556,0.626813697,65.75,57456.3333333333,371.1481481481,552.2222222222,2453,12179.6907407407,Non-web libraries and frameworks,Library
modeshape,git://github.com/ModeShape/modeshape.git,141,19,46,147,160540,72,3214,11,2756,38.2777777778,4635,69.8695652174,765.1086956522,5712,35195,7,2,2792,3,3,26691,23,13,35195,33,18,54.5454545455,0.0937633187,88.25,13916.3333333333,293.6594202899,417.4891304348,2756,3494.3463768116,System Software,Non-library
zeno,git://github.com/Netflix/zeno.git,143,204,9,35,6306,30,248,5,652,21.7333333333,239,27.5555555556,256.4444444444,120,2308,0,0,274,0,0,1914,22,12,2308,22,12,54.5454545455,0.9532062392,97.75,7696.6666666667,97.6666666667,142,652,1737.2166666667,Non-web libraries and frameworks,Library
geppetto,git://github.com/cloudsmith/geppetto.git,195,24,9,15,18474,19,2308,15,1091,57.4210526316,1464,256.4444444444,2018.4444444445,4866,18166,0,0,1349,1,1,11951,10,5,18166,11,6,54.5454545455,0.0605526808,60.75,17689.3333333333,761.2962962963,1137.4444444445,1091,4147.9648148148,Software tools,Non-library
OpenAtlas,git://github.com/bunnyblue/OpenAtlas.git,343,46,3,114,34722,6,180,6,158,26.3333333333,528,60,551.3333333333,433,1654,3,3,156,2,1,1065,6,2,1654,11,6,54.5454545455,0.6650544135,126.5,279610.666666667,204.7777777778,305.6666666667,158,56081.1222222222,System Software,Non-library
ofbiz,git://github.com/apache/ofbiz.git,204,68,13,220,827687,24,9491,39,3338,139.0833333333,22254,730.0769230769,1751.5384615385,4041,22770,1,0,1940,5,5,16789,177,94,22770,183,99,54.0983606557,0.8036890646,126.25,111519,831.5384615385,1240.8076923077,3338,23411.1192307692,Web libraries and frameworks,Library
camel,git://github.com/apache/camel.git,606,117,200,781,294730,88,17057,22,3077,34.9659090909,20921,85285,514215,5967,102843,33,12,14039,41,33,82837,440,233,102843,514,278,54.0856031128,0.4997909435,426,61073.3333333333,266.5,299.75,3077,13028.5166666667,Non-web libraries and frameworks,Library
kite,git://github.com/kite-sdk/kite.git,149,39,31,124,79045,15,1332,9,926,61.7333333333,2388,42.9677419355,278.6774193548,627,8639,1,1,988,0,0,7024,12,6,8639,13,7,53.8461538462,0.1504803797,85.75,9477,117.5483870968,160.8225806452,926,2153.4241935484,Non-web libraries and frameworks,Library
log4j,git://github.com/apache/log4j.git,165,36,4,126,19172,73,620,8,5313,72.7808219178,3275,155,1052.25,825,4209,24,18,420,5,4,2964,62,26,4209,91,48,52.7472527473,2.1620337372,82.75,56474.6666666667,403.75,603625,5313,12575.5583333333,Non-web libraries and frameworks,Library
itextpdf,git://github.com/itext/itextpdf.git,135,45,13,73,164003,86,1212,3,5272,61.3023255814,4507,93.2307692308,1148.7692307692,4578,14934,13,10,925,28,3,9431,49,34,14934,90,47,52.2222222222,0.6026516673,66.5,42533.6666666667,418.3333333333,621,5272,9782.3,Non-web libraries and frameworks,Library
struts,git://github.com/apache/struts.git,238,54,14,248,108575,71,4092,2,3457,48.6901408451,4067,292.2857142857,1440,2553,20160,2,1,2224,11,2,15383,14,11,20160,27,14,51.8518518519,0.1339285714,138.5,31888.6666666667,582.0952380952,866.1428571429,3457,7386.480952381,Web libraries and frameworks,Library
activemq,git://github.com/apache/activemq.git,314,91,36,300,70456,36,5050,12,3539,98.3055555556,8833,140.2777777778,1351.9722222222,6014,48671,0,0,4596,6,3,38061,25,13,48671,31,16,51.6129032258,0.0636929588,185.25,190568,509.4166666667,746125,3539,39109.5583333333,Application,Non-library
griffon,git://github.com/griffon/griffon.git,119,14,12,38,520229,32,2804,8,2529,79.03125,2526,233.6666666667,715.1666666667,459,8582,0,0,1080,3,2,7043,30,15,8582,33,17,51.5151515152,0.3845257516,45.75,4384.6666666667,320.2777777778,474.4166666667,2529,1550.8222222222,Non-web libraries and frameworks,Library
bonecp,git://github.com/wwadge/bonecp.git,385,81,16,125,4443,25,129,6,2041,81.64,579,8.0625,145.25,123,2324,0,0,102,0,0,2099,37,19,2324,37,19,51.3513513514,1.5920826162,151.75,156599.333333333,56.4375,76.65625,2041,31785.0354166667,Non-web libraries and frameworks,Library
jena,git://github.com/apache/jena.git,149,44,11,122,455358,37,12116,10,1200,32.4324324324,3959,1101.4545454546,5772.3636363636,9200,63496,32,19,5662,17,9,48634,159,77,63496,208,105,50.4807692308,0.3275796901,81.5,34938.6666666667,2294.9393939394,3436.9090909091,1200,8390.403030303,Non-web libraries and frameworks,Library
jbehave-core,git://github.com/jbehave/jbehave-core.git,138,27,42,162,40142,101,1178,4,1988,19.6831683168,2016,28.0476190476,146.7619047619,260,6164,6,4,1036,4,2,4868,26,12,6164,36,18,50,0.58403634,92.25,37823.6666666667,72.2698412698,87.4047619048,1988,8012.7182539683,Non-web libraries and frameworks,Library
Pydev,git://github.com/aptana/Pydev.git,232,38,23,187,102996,54,4311,12,4039,74.7962962963,6484,187.4347826087,1627.3043478261,5628,37428,0,0,3103,7,1,28697,11,8,37428,18,9,50,0.0480923373,120,23008.3333333333,612.5797101449,907.3695652174,4039,5737.4565217391,Application,Non-library
mixpanel-android,git://github.com/mixpanel/mixpanel-android.git,169,41,14,117,31298,46,299,13,1836,39.9130434783,1329,21.3571428571,146.2142857143,184,2047,0,0,229,1,1,1634,13,6,2047,14,7,50,0.6839276991,85.25,7851.3333333333,60.5238095238,83.7857142857,1836,1983.3785714286,Non-web libraries and frameworks,Library
Lealone,git://github.com/codefollower/Lealone.git,383,115,1,134,20802,9,705,2,1139,126.5555555556,749,705,12674,1922,12674,0,0,790,0,0,9962,12,6,12674,12,6,50,0.0946820262,158.25,6560.6666666667,4460,6689.5,1139,3801.4833333333,Application,Non-library
config,git://github.com/typesafehub/config.git,1455,113,26,217,6786,24,222,9,1378,57.4166666667,771,8.5384615385,63.7692307692,91,1658,0,0,165,0,0,1402,8,4,1658,8,4,50,0.482509047,452.75,4481.3333333333,32.7692307692,36.1538461538,1378,1276.2012820513,Non-web libraries and frameworks,Library
twilio-java,git://github.com/twilio/twilio-java.git,168,76,32,138,11489,69,297,36,2157,31.2608695652,626,9.28125,74.71875,166,2391,0,0,253,0,0,1972,6,3,2391,6,3,50,0.2509410289,103.5,40275.6666666667,38.6666666667,42,2157,8523.3666666667,Non-web libraries and frameworks,Library
thucydides,git://github.com/thucydides-webtests/thucydides.git,255,70,27,113,116248,138,2188,173,1478,10.7101449275,2138,81.037037037,382.9259259259,976,10339,0,0,1221,0,0,8142,6,3,10339,6,3,50,0.0580326917,116.25,5504.6666666667,163.6543209877,231.9814814815,1478,1498.9104938272,Software tools,Non-library
orbit,git://github.com/electronicarts/orbit.git,751,67,11,64,5714,15,461,4,147,9.8,793,41.9090909091,223.4545454545,210,2458,0,0,475,0,0,1773,4,2,2458,4,2,50,0.16273393,223.25,4682.6666666667,92.1212121212,132.6818181818,147,1055.5439393939,Non-web libraries and frameworks,Library
HugeCollections,git://github.com/OpenHFT/HugeCollections.git,268,62,11,51,11446,11,144,5,540,49.0909090909,766,13.0909090909,250,346,2750,0,0,298,0,0,2106,4,2,2750,4,2,50,0.1454545455,98,83506.3333333333,91.3636363636,131.5454545455,540,16873.4484848485,Non-web libraries and frameworks,Library
errai,git://github.com/errai/errai.git,160,34,39,139,243529,75,4240,25,2387,31.8266666667,7091,108.7179487179,618.7692307692,1309,24132,0,0,3387,2,1,19436,2,1,24132,4,2,50,0.0165755014,93,8234.6666666667,255.4957264957,363.7435897436,2387,2266.7811965812,Web libraries and frameworks,Library
idea-php-laravel-plugin,git://github.com/Haehnchen/idea-php-laravel-plugin.git,134,16,2,11,509,10,63,2,322,32.2,77,31.5,231.5,22,463,0,0,72,0,0,369,2,1,463,2,1,50,0.4319654428,40.75,788.3333333333,88.3333333333,131.5,322,274.1833333333,Web libraries and frameworks,Library
signpost,git://github.com/mttkay/signpost.git,372,27,5,106,1809,5,93,7,2233,446.6,135,18.6,95.2,48,476,0,0,64,0,0,364,2,1,476,2,1,50,0.4201680672,127.5,1898.6666666667,39.6,56.9,2233,871.1333333333,Non-web libraries and frameworks,Library
datacube,git://github.com/urbanairship/datacube.git,232,121,8,43,5118,12,102,21,1016,84.6666666667,167,12.75,89125,108,713,0,0,125,1,0,480,1,1,713,2,1,50,0.2805049088,101,1634.3333333333,36625,50.9375,1016,567.7791666667,System Software,Non-library
hbc,git://github.com/twitter/hbc.git,514,240,16,175,4083,12,107,3,699,58.25,233,6.6875,52.5,90,840,0,0,89,0,0,661,2,1,840,2,1,50,0.2380952381,236.25,1471.3333333333,25.0625,29.59375,699,492.2479166667,Non-web libraries and frameworks,Library
stream-lib,git://github.com/addthis/stream-lib.git,1172,177,23,294,3488,16,86,16,1575,98.4375,300,3.7391304348,39.3043478261,86,904,0,0,99,0,0,719,2,1,904,2,1,50,0.2212389381,416.5,2061.6666666667,22.0144927536,21.5217391304,1575,819.3405797101,Non-web libraries and frameworks,Library
android-maps-utils,git://github.com/googlemaps/android-maps-utils.git,1031,137,23,469,5111,9,170,3,804,89.3333333333,554,7.3913043478,49.2608695652,55,1133,0,0,130,2,1,948,0,0,1133,2,1,50,0.1765225066,415,12098.6666666667,26.5507246377,28.3260869565,804,2674.5086956522,Non-web libraries and frameworks,Library
wigle-wifi-wardriving,git://github.com/wiglenet/wigle-wifi-wardriving.git,108,29,14,60,34961,66,202,2,1980,30,740,14.4285714286,81.2857142857,186,1138,0,0,110,2,1,842,0,0,1138,2,1,50,0.1757469244,52.75,17473.3333333333,36.5714285714,47.8571428571,1980,3918.1023809524,Application,Non-library
platform_packages_apps_contacts,git://github.com/android/platform_packages_apps_contacts.git,210,30,31,181,50603,158,679,56,2414,15.2784810127,10300,21.9032258065,90.2903225806,325,2799,0,0,267,1,1,2207,1,0,2799,2,1,50,0.0714540907,113,16809.3333333333,47.7311827957,56.0967741935,2414,3888.0322580645,Non-web libraries and frameworks,Library
brut.apktool,git://github.com/brutall/brut.apktool.git,278,46,8,682,47220,14,409,3,1121,80.0714285714,495,51125,461.25,477,3690,0,0,398,0,0,2815,2,1,3690,2,1,50,0.054200542,253.5,6968,173.4583333333,256.1875,1121,1754.4291666667,Application,Non-library
nodeclipse-1,git://github.com/Nodeclipse/nodeclipse-1.git,107,15,6,59,14149,7,3065,2,1223,174.7142857143,832,510.8333333333,2964.1666666667,1727,17785,0,0,2907,1,0,13151,1,1,17785,2,1,50,0.0112454315,46.75,7214.6666666667,1160.3333333333,1737.5,1223,2276.45,Application,Non-library
GeoIP2-java,git://github.com/maxmind/GeoIP2-java.git,114,30,11,45,3806,20,53,4,832,41.6,356,4.8181818182,24.1818181818,13,266,0,0,44,0,0,209,2,1,266,2,1,50,0.7518796992,50,14872.6666666667,13.3333333333,14.5,832,3156.5,Non-web libraries and frameworks,Library
analytics-android,git://github.com/segmentio/analytics-android.git,115,19,25,59,44134,72,218,6,867,12.0416666667,1060,8.72,73.12,288,1828,0,0,138,0,0,1402,2,1,1828,2,1,50,0.1094091904,54.5,1505,35.6133333333,40.92,867,500.6066666667,Non-web libraries and frameworks,Library
nginx-clojure,git://github.com/nginx-clojure/nginx-clojure.git,530,42,4,34,2327,14,360,2,624,44.5714285714,288,90,1256,1443,5024,1,1,394,0,0,3187,1,0,5024,2,1,50,0.0398089172,152.5,43597,450,673,624,9099.3,Non-web libraries and frameworks,Library
Kylin,git://github.com/KylinOLAP/Kylin.git,511,95,23,227,124394,4,1373,6,448,112,1975,59.6956521739,331,939,7613,0,0,735,0,0,5939,2,1,7613,2,1,50,0.0262708525,214,46465.6666666667,137.8985507246,195.347826087,448,9492.1826086957,Software tools,Non-library
incubator-kylin,git://github.com/apache/incubator-kylin.git,103,23,25,65,130481,8,1303,15,434,54.25,2153,52.12,320.6,1014,8015,0,0,762,0,0,6239,2,1,8015,2,1,50,0.0249532127,54,141569,132.5733333333,186.36,434,28475.1866666667,Software tools,Non-library
BroadleafCommerce,git://github.com/BroadleafCommerce/BroadleafCommerce.git,549,153,43,550,413721,162,2971,63,2408,14.8641975309,9292,69.0930232558,604.4186046512,4956,25990,38,8,2436,65,45,18598,346,168,25990,449,221,49.2204899777,1.7275875337,323.75,15015,238.8372093023,336.7558139535,2408,3664.4686046512,Non-web libraries and frameworks,Library
avro,git://github.com/apache/avro.git,354,35,6,249,17458,58,1597,7,2315,39.9137931034,1360,266.1666666667,1354.3333333333,658,8126,16,3,1043,4,4,6425,41,23,8126,61,30,49.1803278689,0.7506768398,161,221808,542.1666666667,810.25,2315,45127.2833333333,Software tools,Non-library
isis,git://github.com/apache/isis.git,165,38,19,99,648614,62,8684,13,4034,65.064516129,6000,457.0526315789,2133.3157894737,2389,40533,39,35,6285,221,65,31859,212,128,40533,472,228,48.3050847458,1.1644832606,80.25,94669.3333333333,869.7894736842,1295.1842105263,4034,20189.7114035088,Non-web libraries and frameworks,Library
zanata-server,git://github.com/zanata/zanata-server.git,111,26,14,30,241003,88,2472,51,1671,18.9886363636,11590,176.5714285714,1130.3571428572,1210,15825,1,0,1899,0,0,12716,20,10,15825,21,10,47.619047619,0.1327014218,45.25,20907.6666666667,440.3095238095,653.4642857143,1671,4743.5380952381,Application,Non-library
flume-release,git://github.com/apache/flume.git,431,99,10,332,46025,16,873,18,1472,92,1567,87.3,827.2,1065,8272,17,13,894,3,0,6313,14,3,8272,34,16,47.0588235294,0.4110251451,218,13432.3333333333,308.1666666667,457.25,1472,3177.55,Software tools,Non-library
hydra,git://github.com/addthis/hydra.git,290,50,11,53,30230,94,1795,35,602,6.4042553191,2066,163.1818181818,845,986,9295,0,0,1144,6,0,7165,11,8,9295,17,8,47.0588235294,0.182894029,101,4537.3333333333,339.7272727273,504.0909090909,602,1216.8303030303,Software tools,Non-library
java-object-diff,git://github.com/SQiShER/java-object-diff.git,214,26,11,60,4067,17,250,4,1175,69.1176470588,377,22.7272727273,121.0909090909,11,1332,0,0,217,9,2,1104,6,5,1332,15,7,46.6666666667,1.1261261261,77.75,4719.6666666667,51.6060606061,71.9090909091,1175,1219.1863636364,Non-web libraries and frameworks,Library
mct,git://github.com/nasa/mct.git,571,138,13,169,11080,7,1747,6,839,119.8571428571,975,134.3846153846,1128.6923076923,1208,14673,0,0,1569,0,0,11896,15,7,14673,15,7,46.6666666667,0.1022285831,222.75,28149,425.358974359,631.5384615385,839,6053.5294871795,Application,Non-library
hibernate-search,git://github.com/hibernate/hibernate-search.git,149,35,36,108,68003,83,1771,14,2928,35.2771084337,3938,49.1944444444,362.0833333333,819,13035,0,0,1883,7,3,10333,21,10,13035,28,13,46.4285714286,0.2148062908,82,6685.6666666667,149.0925925926,205.6388888889,2928,2010.0796296296,Software tools,Non-library
denominator,git://github.com/Netflix/denominator.git,189,209,12,51,6679,46,343,11,1237,26.8913043478,687,28.5833333333,251.0833333333,508,3013,0,0,471,0,0,2034,13,6,3013,13,6,46.1538461538,0.4314636575,115.25,17707,97.2222222222,139.8333333333,1237,3859.2611111111,Software tools,Non-library
jackson-databind,git://github.com/FasterXML/jackson-databind.git,672,79,70,299,49378,56,730,13,1335,23.8392857143,2439,10.4285714286,207.0571428571,2391,14494,6,3,2318,8,5,9785,170,76,14494,184,84,45.652173913,1.2694908238,280,7126.3333333333,95.8285714286,108.7428571429,1335,1789.180952381,Non-web libraries and frameworks,Library
DataflowJavaSDK,git://github.com/GoogleCloudPlatform/DataflowJavaSDK.git,340,98,41,100,6066,11,819,2,249,22.6363636364,969,19.9756097561,285.2195121951,882,11694,1,0,1702,1,0,9110,9,5,11694,11,5,45.4545454545,0.0940653326,144.75,4910,115.3983739837,152.5975609756,249,1114.3491869919,Software tools,Non-library
HotswapAgent,git://github.com/HotswapProjects/HotswapAgent.git,233,52,8,49,2551,7,485,3,636,90.8571428571,206,60625,830.75,1227,6646,0,0,621,5,1,4798,6,4,6646,11,5,45.4545454545,0.1655130906,85.5,164209.666666667,299.7916666667,445.6875,636,33135.3291666667,Software tools,Non-library
mule,git://github.com/mulesoft/mule.git,225,109,51,279,476258,56,9725,54,3836,68.5,17945,190.6862745098,1124.5490196079,5812,57352,6,2,7551,178,68,43989,309,151,57352,493,221,44.8275862069,0.8596038499,166,28190.3333333333,455.4117647059,657.6176470588,3836,6661.0725490196,Application,Non-library
FML,git://github.com/MinecraftForge/FML.git,422,149,52,230,26800,28,419,18,1138,40.6428571429,1796,8.0576923077,58.0769230769,387,3020,0,0,368,3,3,2265,26,10,3020,29,13,44.8275862069,0.9602649007,213.25,121414.666666667,39.3782051282,33.0673076923,1138,24567.6724358974,Application,Non-library
autopsy,git://github.com/sleuthkit/autopsy.git,151,45,26,96,358886,24,2338,17,2516,104.8333333333,8579,89.9230769231,368.7307692308,649,9587,0,0,1053,2,2,7885,36,15,9587,38,17,44.7368421053,0.3963700845,79.5,62219.3333333333,161.5512820513,229.3269230769,2516,13041.1423076923,Application,Non-library
marytts,git://github.com/marytts/marytts.git,268,56,17,216,175067,24,2004,4,3480,145,3674,117.8823529412,863.2941176471,3419,14676,0,0,1218,6,2,10039,41,19,14676,47,21,44.6808510638,0.3202507495,139.25,36259,332.7254901961,490.5882352941,3480,8140.312745098,Non-web libraries and frameworks,Library
mockito,git://github.com/mockito/mockito.git,1498,132,56,342,93180,83,921,6,2826,34.0481927711,2817,16.4464285714,107.2321428571,335,6005,0,0,1190,11,5,4480,14,6,6005,25,11,44,0.4163197336,507,5855,59.8928571429,61.8392857143,2826,1861.9464285714,Non-web libraries and frameworks,Library
aws-sdk-android,git://github.com/aws/aws-sdk-android.git,106,32,3,56,8351,13,3209,2,395,30.3846153846,23,1069.6666666667,9896.3333333333,599,29689,3,1,3126,32,27,25964,177,65,29689,212,93,43.8679245283,0.7140691839,49.25,81464.6666666667,3656.3333333333,5483,395,18209.65,Non-web libraries and frameworks,Library
DSpace,git://github.com/DSpace/DSpace.git,172,71,82,418,211640,70,3065,14,4848,69.2571428571,7518,37.3780487805,209.0365853659,2235,17141,19,1,1814,22,22,13092,46,15,17141,87,38,43.6781609195,0.5075549851,185.75,29826,109.4715447154,123.2073170732,4848,7018.4857723577,System Software,Non-library
android-database-sqlcipher,git://github.com/sqlcipher/android-database-sqlcipher.git,593,74,12,224,72206,20,131,5,1633,81.65,281,10.9166666667,61.0833333333,85,733,7,7,53,0,0,595,28,8,733,35,15,42.8571428571,4.7748976808,225.75,3063.3333333333,28,36,1633,997.2166666667,Non-web libraries and frameworks,Library
