project,name,url,stars,whatchers,contributors,forks,size,releases,NOF,branches,duration,avgTime,commits,files_contributor,APIs_contributor ,quantFields_last,quantFieldsDeprecated_last,perc_quantFieldsDeprecated_last,quantFieldsDeprecatedAnnotation_last,quantFieldsDeprecatedJavaDoc_last,quantFieldsDeprecatedWithRelMessage_last,perc_quantFieldsDeprecatedWithRelMessage_last,quantUserFields_last,quantReplaceFields_last,quantReferFields_last,quantEquivalentFields_last,quantLinkFields_last,quantSeeFields_last,quantTypes_last,quantTypesDeprecated_last,perc_quantTypesDeprecated_last ,quantTypesDeprecatedAnnotation_last,quantTypesDeprecatedJavaDoc_last,quantTypesDeprecatedWithRelMessage_last,perc_quantTypesDeprecatedWithRelMessage_last,quantUserTypes_last,quantReplaceTypes_last,quantReferTypes_last,quantEquivalentTypes_last,quantLinkTypes_last,quantSeeTypes_last,quantMethods_last,quantMethodsDeprecated_last,perc_quantMethodsDeprecated_last,quantMethodsDeprecatedAnnotation_last,quantMethodsDeprecatedJavaDoc_last,quantMethodsDeprecatedWithRelMessage_last,perc_quantMethodsDeprecatedWithRelMessage_last,quantUserMethods_last,quantReplaceMethods_last,quantReferMethods_last,quantEquivalentMethods_last,quantLinkMethods_last,quantSeeMethods_last,quantElements_last,quantElementsDeprecated_last,perc_quantElementsDeprecated_last,quantElementsDeprecatedAnnotation_last,quantElementsDeprecatedJavaDoc_last,quantElementsDeprecatedWithRelMessage_last,perc_quantElementsDeprecatedWithRelMessage_last,quantUserElements_last,quantReplaceElements_last,quantReferElements_last,quantEquivalenElements_last,quantLinkElements_last,quantSeeElements_last,curve,category,category2
guava,guava,git://github.com/google/guava.git,4438,551,31,962,109067,56,1803,6,2253,40.2321428571,2994,58.1612903226,1402.7419354839,2354,0,0,0,0,0,0,0,0,0,0,0,0,3947,8,0.202685584,8,8,8,100,8,1,0,2,8,2,37184,142,0.3818846816,142,137,77,54.2253521127,72,7,14,2,62,1,43485,150,0.3449465333,150,145,85,56.6666666667,80,8,14,4,70,3,oscillatory,Non-web libraries and frameworks,Library
acra,acra,git://github.com/ACRA/acra.git,2170,254,29,625,4388,15,76,9,1931,128.7333333333,606,2.6206896552,18.7931034483,62,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,422,2,0.4739336493,2,1,1,50,1,0,0,0,1,0,545,2,0.3669724771,2,1,1,50,1,0,0,0,1,0,stable,Non-web libraries and frameworks,Library
dubbo,dubbo,git://github.com/alibaba/dubbo.git,2179,714,10,2283,24647,42,1692,5,1259,29.9761904762,1799,169.2,1307.1,1447,1,0.0691085003,1,0,0,0,0,0,0,0,0,0,1467,3,0.2044989775,3,2,1,33.3333333333,0,1,0,0,0,0,10157,73,0.7187161563,71,37,34,46.5753424658,1,23,0,0,4,19,13071,77,0.5890903527,75,39,35,45.4545454545,1,24,0,0,4,19,increase,Non-web libraries and frameworks,Library
processing,processing,git://github.com/processing/processing.git,2009,282,70,589,1657048,441,1023,2,5139,11.6530612245,10943,14.6142857143,171.9285714286,3407,8,0.2348106839,8,4,4,50,4,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,8204,13,0.1584592882,8,5,5,38.4615384615,5,0,0,0,2,0,12035,21,0.1744910677,16,9,9,42.8571428571,9,0,0,0,2,0,oscillatory,Non-web libraries and frameworks,Library
gocd,gocd,git://github.com/gocd/gocd.git,1712,133,53,293,269579,5,16770,3,617,123.4,2401,316.4150943396,651.0754716981,2361,1,0.0423549343,0,1,1,100,1,0,0,0,1,0,3444,9,0.2613240418,3,6,5,55.5555555556,5,0,0,0,0,0,28702,111,0.3867326319,59,54,37,33.3333333333,36,1,0,0,0,1,34507,121,0.3506534906,62,61,43,35.5371900826,42,1,0,0,1,1,decrease,Non-web libraries and frameworks,Library
MaterialDrawer,MaterialDrawer,git://github.com/mikepenz/MaterialDrawer.git,2316,153,21,380,21150,62,180,6,524,8.4516129032,970,8.5714285714,53.2857142857,153,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,866,3,0.3464203233,3,1,1,33.3333333333,0,1,0,0,1,0,1119,3,0.2680965147,3,1,1,33.3333333333,0,1,0,0,1,0,increase,Non-web libraries and frameworks,Library
HikariCP,HikariCP,git://github.com/brettwooldridge/HikariCP.git,1724,180,33,215,15900,50,81,8,683,13.66,1839,2.4545454545,35.0909090909,43,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,1022,3,0.2935420744,3,1,1,33.3333333333,1,0,0,0,1,0,1158,3,0.2590673575,3,1,1,33.3333333333,1,0,0,0,1,0,stable,Non-web libraries and frameworks,Library
robospice,robospice,git://github.com/stephanenicolas/robospice.git,2518,234,24,508,143058,19,440,8,758,39.8947368421,865,18.3333333333,97625,125,2,1.6,2,0,0,0,0,0,0,0,0,0,305,1,0.3278688525,1,1,1,100,1,0,0,0,1,0,1913,1,0.0522739153,1,0,0,0,0,0,0,0,0,0,2343,4,0.1707212975,4,1,1,25,1,0,0,0,1,0,increase,Non-web libraries and frameworks,Library
roboguice,roboguice,git://github.com/roboguice/roboguice.git,3222,353,17,839,53339,27,1171,26,1979,73.2962962963,1052,68.8823529412,618.0588235294,1148,0,0,0,0,0,0,0,0,0,0,0,0,1787,6,0.3357582541,6,3,3,50,3,0,1,0,3,0,7572,25,0.3301637612,25,2,2,8,2,0,0,0,2,0,10507,31,0.295041401,31,5,5,16.1290322581,5,0,1,0,5,0,increase,Non-web libraries and frameworks,Library
HoloEverywhere,HoloEverywhere,git://github.com/Prototik/HoloEverywhere.git,2271,193,41,760,27766,14,1933,6,931,66.5,798,47.1463414634,175.5609756098,607,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,6020,27,0.4485049834,25,4,4,14.8148148148,4,0,0,0,3,0,7198,27,0.3751041956,25,4,4,14.8148148148,4,0,0,0,3,0,oscillatory,Non-web libraries and frameworks,Library
PhotoView,PhotoView,git://github.com/chrisbanes/PhotoView.git,4024,397,14,1618,34475,7,55,4,1016,145.1428571429,290,3.9285714286,23.8571428571,20,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,281,21,7.4733096085,18,3,3,14.2857142857,3,0,0,0,3,0,334,21,6.2874251497,18,3,3,14.2857142857,3,0,0,0,3,0,increase,Non-web libraries and frameworks,Library
UltimateRecyclerView,UltimateRecyclerView,git://github.com/cymcsg/UltimateRecyclerView.git,1577,117,6,341,3694,4,233,4,205,51.25,450,38.8333333333,358.5,243,1,0.4115226337,1,0,0,0,0,0,0,0,0,0,216,1,0.462962963,1,0,0,0,0,0,0,0,0,0,1692,10,0.5910165485,9,2,1,10,1,0,0,0,1,0,2151,12,0.5578800558,11,2,1,8.3333333333,1,0,0,0,1,0,increase,Non-web libraries and frameworks,Library
druid,druid,git://github.com/alibaba/druid.git,2045,558,44,1318,55023,34,0,19,1032,30.3529411765,5709,0,325.9545454545,781,1,0.1280409731,1,0,0,0,0,0,0,0,0,0,1804,3,0.1662971175,3,0,0,0,0,0,0,0,0,0,11757,16,0.1360891384,16,6,1,6.25,1,0,0,0,0,0,14342,20,0.1394505648,20,6,1,5,1,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
netty,netty,git://github.com/netty/netty.git,5073,793,200,2563,128333,127,1989,26,2569,20.2283464567,6875,9945,117075,2217,14,0.6314839874,3,13,13,92.8571428571,13,0,0,0,13,0,2112,6,0.2840909091,5,6,6,100,6,0,0,0,6,0,19086,117,0.6130147752,117,70,70,59.8290598291,60,18,26,0,70,0,23415,137,0.5850950246,125,89,89,64.9635036496,79,18,26,0,89,0,increase,Software tools,Non-library
spring-boot,spring-boot,git://github.com/spring-projects/spring-boot.git,2708,448,200,2815,68837,45,3071,7,1034,22.9777777778,5546,15355,87025,498,14,2.8112449799,14,14,14,100,0,0,0,0,14,0,3350,3,0.0895522388,3,2,2,66.6666666667,1,0,0,0,2,0,13557,26,0.1917828428,26,20,8,30.7692307692,1,0,0,0,8,2,17405,43,0.2470554438,43,36,24,55.8139534884,2,0,0,0,24,2,stable,Software tools,Non-library
OpenRefine,OpenRefine,git://github.com/OpenRefine/OpenRefine.git,3035,362,26,521,269201,24,1133,10,1908,79.5,2070,43.5769230769,196.6538461538,1234,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,3234,12,0.3710575139,12,4,3,25,3,0,0,0,3,0,5113,12,0.2346958733,12,4,3,25,3,0,0,0,3,0,increase,Software tools,Non-library
Hystrix,Hystrix,git://github.com/Netflix/Hystrix.git,3821,521,52,651,33130,82,333,6,1243,15.1585365854,1211,6.4038461538,76.9230769231,193,0,0,0,0,0,0,0,0,0,0,0,0,517,1,0.1934235977,1,0,0,0,0,0,0,0,0,0,3290,41,1.2462006079,40,6,6,14.6341463415,4,2,0,0,6,0,4000,42,1.05,41,6,6,14.2857142857,4,2,0,0,6,0,oscillatory,Software tools,Non-library
RxJava,RxJava,git://github.com/ReactiveX/RxJava.git,6990,680,200,971,422381,130,469,4,1250,9.6153846154,4252,2345,44.82,1202,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,6983,4,0.0572819705,4,4,4,100,4,2,0,0,4,4,8964,4,0.0446229362,4,4,4,100,4,2,0,0,4,4,oscillatory,System Software,Non-library
j2objc,j2objc,git://github.com/google/j2objc.git,3090,225,11,350,22755,12,2780,3,1079,89.9166666667,2089,252.7272727273,4317.1818181818,4626,4,0.0864677907,4,4,4,100,4,2,0,0,4,0,4045,12,0.2966625464,12,12,12,100,11,5,0,1,12,5,38818,181,0.4662785306,181,177,132,72.9281767956,128,7,3,3,91,3,47489,197,0.4148329087,197,193,148,75.1269035533,143,14,3,4,107,8,oscillatory,System Software,Non-library
gradle,gradle,git://github.com/gradle/gradle.git,2564,260,200,1055,597247,489,10745,20,2720,5.5623721881,28315,53725,198605,1234,0,0,0,0,0,0,0,0,0,0,0,0,6430,48,0.7465007776,47,37,36,75,22,17,0,0,10,4,32057,22,0.0686277568,22,11,11,50,11,2,1,0,10,1,39721,70,0.1762291987,69,48,47,67.1428571429,33,19,1,0,20,5,oscillatory,System Software,Non-library
atmosphere,atmosphere,git://github.com/Atmosphere/atmosphere.git,2280,224,90,517,203969,126,445,13,1932,15.3333333333,5624,4.9444444444,70.0333333333,856,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,4815,15,0.3115264798,13,8,8,53.3333333333,8,0,0,0,6,0,6303,15,0.2379819134,13,8,8,53.3333333333,8,0,0,0,6,0,oscillatory,System Software,Non-library
orientdb,orientdb,git://github.com/orientechnologies/orientdb.git,1947,253,82,414,184517,48,2266,28,1962,40875,10640,27.6341463415,352.756097561,3160,0,0,0,0,0,0,0,0,0,0,0,0,2382,7,0.2938706969,7,3,3,42.8571428571,3,0,0,0,1,0,23384,106,0.4533014027,106,13,13,12.2641509434,12,0,0,0,11,0,28926,113,0.3906520086,113,16,16,14.1592920354,15,0,0,0,12,0,oscillatory,System Software,Non-library
kotlin,kotlin,git://github.com/JetBrains/kotlin.git,1866,172,200,269,1489771,2953,34444,274,1747,0.5916017609,24846,172.22,265965,2737,8,0.2922908294,8,0,0,0,0,0,0,0,0,0,6983,7,0.1002434484,4,3,2,28.5714285714,2,0,0,0,0,0,43473,17,0.0391047317,16,2,1,5.8823529412,1,0,0,0,1,0,53193,32,0.0601582915,28,5,3,9375,3,0,0,0,1,0,increase,System Software,Non-library
cassandra,cassandra,git://github.com/apache/cassandra.git,2227,344,200,970,242061,169,2231,9,2363,13.9822485207,17938,11155,175.6,4088,43,1.0518590998,27,16,2,4.6511627907,0,2,0,0,2,0,3488,6,0.1720183486,5,3,3,50,3,0,0,0,0,0,27544,58,0.2105721754,24,34,5,8.6206896552,5,0,0,0,0,0,35120,107,0.3046697039,56,53,10,9.3457943925,8,2,0,0,2,0,stable,System Software,Non-library
titan,titan,git://github.com/thinkaurelius/titan.git,2921,297,28,557,112200,22,2007,32,1165,52.9545454545,3830,71.6785714286,385.4285714286,979,1,0.102145046,1,0,0,0,0,0,0,0,0,0,1238,1,0.0807754443,0,1,1,100,0,0,0,0,1,0,8575,9,0.1049562682,9,0,0,0,0,0,0,0,0,0,10792,11,0.1019273536,10,1,1,9.0909090909,0,0,0,0,1,0,oscillatory,System Software,Non-library
glide,glide,git://github.com/bumptech/glide.git,4263,322,16,771,28007,18,526,7,974,54.1111111111,1350,32875,321.9375,399,1,0.2506265664,1,1,1,100,1,0,0,0,1,0,672,0,0,0,0,0,0,0,0,0,0,0,0,4080,7,0.1715686275,7,7,7,100,6,0,1,0,7,3,5151,8,0.1553096486,8,8,8,100,7,0,1,0,8,3,increase,Web libraries and frameworks,Library
okhttp,okhttp,git://github.com/square/okhttp.git,5607,494,73,1314,29101,23,287,97,1538,66.8695652174,1986,3.9315068493,68.0273972603,375,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,4276,4,0.0935453695,2,3,3,75,2,1,0,0,3,0,4966,4,0.0805477245,2,3,3,75,2,1,0,0,3,0,oscillatory,Web libraries and frameworks,Library
spring-framework,spring-framework,git://github.com/spring-projects/spring-framework.git,6276,1338,200,5371,306838,75,7451,10,2598,34.64,10915,37255,357.36,3344,5,0.1495215311,5,5,5,100,1,1,1,0,3,2,10234,50,0.48856752,50,45,44,88,22,5,4,4,40,28,57894,108,0.1865478288,108,68,63,58.3333333333,28,2,2,0,51,21,71472,163,0.2280613387,163,118,112,68.7116564417,51,8,7,4,94,51,oscillatory,Web libraries and frameworks,Library
commons-io,commons-io,git://github.com/apache/commons-io.git,135,33,15,91,8811,43,280,4,4953,115.1860465116,1786,18.6666666667,202.3333333333,123,6,4.8780487805,6,6,6,100,6,0,0,0,6,6,244,4,1.6393442623,4,4,4,100,4,0,0,0,4,0,2668,44,1.6491754123,44,44,44,100,43,3,0,0,43,3,3035,54,1.7792421746,54,54,54,100,53,3,0,0,53,9,stable,Non-web libraries and frameworks,Library
Koloboke,Koloboke,git://github.com/OpenHFT/Koloboke.git,347,62,3,43,32481,10,343,3,530,53,246,114.3333333333,1089.3333333333,372,0,0,0,0,0,0,0,0,0,0,0,0,375,16,4.2666666667,16,16,16,100,16,0,1,0,16,13,2521,27,1.07100357,27,27,27,100,27,3,0,0,27,1,3268,43,1.3157894737,43,43,43,100,43,3,1,0,43,14,increase,Non-web libraries and frameworks,Library
parseq,parseq,git://github.com/linkedin/parseq.git,321,73,12,78,4302,20,339,10,1064,53.2,263,28.25,189.0833333333,71,0,0,0,0,0,0,0,0,0,0,0,0,278,5,1.7985611511,5,5,5,100,4,5,0,0,5,4,1920,27,1.40625,27,27,27,100,4,27,0,0,27,25,2269,32,1.4103129132,32,32,32,100,8,32,0,0,32,29,increase,Web libraries and frameworks,Library
commons-lang,commons-lang,git://github.com/apache/commons-lang.git,297,66,29,208,31487,70,359,8,4772,68.1714285714,4397,12.3793103448,242.1724137931,454,11,2.422907489,11,11,11,100,6,5,0,0,3,0,492,0,0,0,0,0,0,0,0,0,0,0,0,6077,21,0.345565246,21,21,21,100,16,6,1,0,13,3,7023,32,0.4556457354,32,32,32,100,22,11,1,0,16,3,increase,Non-web libraries and frameworks,Library
zt-exec,zt-exec,git://github.com/zeroturnaround/zt-exec.git,168,27,6,16,796,5,78,2,817,163.4,163,13,78,18,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,379,23,6.0686015831,0,23,23,100,23,0,0,0,23,0,468,23,4.9145299145,0,23,23,100,23,0,0,0,23,0,stable,Non-web libraries and frameworks,Library
WeatherLib,WeatherLib,git://github.com/survivingwithandroid/WeatherLib.git,505,42,7,154,31134,11,425,4,476,43.2727272727,268,60.7142857143,103.8571428571,64,0,0,0,0,0,0,0,0,0,0,0,0,93,1,1.0752688172,0,1,1,100,1,0,0,0,1,0,570,19,3.3333333333,0,19,19,100,17,0,0,0,19,0,727,20,2.7510316369,0,20,20,100,18,0,0,0,20,0,increase,Non-web libraries and frameworks,Library
truth,truth,git://github.com/google/truth.git,406,48,16,39,5769,19,107,6,1511,79.5263157895,718,6.6875,75.8125,39,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,1057,20,1.8921475875,20,20,20,100,18,0,2,1,20,0,1213,20,1.6488046167,20,20,20,100,18,0,2,1,20,0,oscillatory,Non-web libraries and frameworks,Library
jogl,jogl,git://github.com/sgothel/jogl.git,143,24,30,87,146619,50,2461,21,4459,89.18,5899,82.0333333333,890.3666666667,8283,0,0,0,0,0,0,0,0,0,0,0,0,1661,0,0,0,0,0,0,0,0,0,0,0,0,16767,20,0.1192819228,2,20,20,100,16,0,0,0,16,2,26711,20,0.0748755194,2,20,20,100,16,0,0,0,16,2,oscillatory,Non-web libraries and frameworks,Library
StartupNews,StartupNews,git://github.com/halzhang/StartupNews.git,266,42,1,102,13140,8,320,3,793,99125,182,320,1115,84,2,2.380952381,0,2,2,100,2,0,0,0,2,0,124,0,0,0,0,0,0,0,0,0,0,0,0,907,14,1.5435501654,2,14,14,100,3,0,0,0,12,0,1115,16,1.4349775785,2,16,16,100,5,0,0,0,14,0,stable,Non-web libraries and frameworks,Library
chipKIT32-MAX,chipKIT32-MAX,git://github.com/chipKIT32/chipKIT32-MAX.git,110,31,20,60,3123007,17,1582,16,3647,214.5294117647,1988,79.1,412.35,2372,4,0.1686340641,0,4,4,100,4,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,5567,12,0.2155559547,0,12,12,100,12,0,0,0,0,0,8247,16,0.194009943,0,16,16,100,16,0,0,0,0,0,stable,Software tools,Non-library
raven-java,raven-java,git://github.com/getsentry/raven-java.git,146,9,19,91,7102,16,194,7,1261,78.8125,1393,10.2105263158,49.6842105263,72,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,751,15,1.9973368842,15,15,15,100,15,2,0,0,15,0,944,15,1.5889830508,15,15,15,100,15,2,0,0,15,0,increase,Software tools,Non-library
minimal-json,minimal-json,git://github.com/ralfstx/minimal-json.git,219,43,6,82,2198,5,92,3,879,175.8,157,15.3333333333,163.1666666667,22,3,13.6363636364,3,3,3,100,3,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,898,12,1.3363028953,12,12,12,100,12,0,0,0,6,0,979,15,1.5321756895,15,15,15,100,15,0,0,0,6,0,increase,Non-web libraries and frameworks,Library
jgit,jgit,git://github.com/eclipse/jgit.git,267,46,90,145,42674,67,1601,25,2151,32.1044776119,3926,17.7888888889,186.3777777778,2117,0,0,0,0,0,0,0,0,0,0,0,0,1496,8,0.5347593583,8,8,8,100,8,0,0,0,8,0,13161,7,0.0531874478,7,7,7,100,7,0,1,0,5,0,16774,15,0.0894241087,15,15,15,100,15,0,1,0,13,0,stable,Non-web libraries and frameworks,Library
Android-Universal-Image-Loader,Android-Universal-Image-Loader,git://github.com/nostra13/Android-Universal-Image-Loader.git,9793,1265,35,4594,26820,28,152,4,1351,48.25,1012,4.3428571429,30.8285714286,147,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,815,14,1.717791411,13,14,14,100,14,0,0,0,14,0,1079,14,1.297497683,13,14,14,100,14,0,0,0,14,0,increase,Non-web libraries and frameworks,Library
quickblox-android-sdk,quickblox-android-sdk,git://github.com/QuickBlox/quickblox-android-sdk.git,155,54,11,391,197106,13,3439,10,1013,77.9230769231,663,312.6363636364,208.8181818182,438,2,0.4566210046,0,2,2,100,2,0,0,0,2,0,173,0,0,0,0,0,0,0,0,0,0,0,0,1686,12,0.7117437722,0,12,12,100,1,0,0,0,11,0,2297,14,0.60949064,0,14,14,100,3,0,0,0,13,0,stable,Application,Non-library
jgraphx,jgraphx,git://github.com/jgraph/jgraphx.git,225,60,2,164,54071,74,1050,2,1127,15.2297297297,106,525,2861,1471,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,3917,14,0.3574163901,0,14,14,100,14,0,0,0,0,0,5722,14,0.2446696959,0,14,14,100,14,0,0,0,0,0,stable,Non-web libraries and frameworks,Library
adblockplusandroid,adblockplusandroid,git://github.com/adblockplus/adblockplusandroid.git,109,20,7,57,13965,11,420,2,1228,111.6363636364,360,60,196.4285714286,239,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,1014,12,1.1834319527,0,12,12,100,12,0,0,0,12,2,1375,12,0.8727272727,0,12,12,100,12,0,0,0,12,2,stable,Application,Non-library
Carbon,Carbon,git://github.com/ZieIony/Carbon.git,861,55,3,109,6158,23,328,3,197,8.5652173913,170,109.3333333333,680.6666666667,213,0,0,0,0,0,0,0,0,0,0,0,0,172,3,1.7441860465,3,3,3,100,3,0,0,0,3,0,1657,9,0.5431502716,9,9,9,100,9,0,0,0,9,0,2042,12,0.5876591577,12,12,12,100,12,0,0,0,12,0,stable,Non-web libraries and frameworks,Library
mcpatcher,mcpatcher,git://github.com/pclewis/mcpatcher.git,188,32,2,19,9350,37,215,4,815,22.027027027,1508,107.5,1497.5,514,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,2157,11,0.5099675475,0,11,11,100,2,0,0,0,0,11,2995,11,0.367278798,0,11,11,100,2,0,0,0,0,11,increase,Application,Non-library
spring-batch,spring-batch,git://github.com/spring-projects/spring-batch.git,455,155,51,504,49515,68,2539,14,3053,44.8970588235,4926,49.7843137255,270.8823529412,770,0,0,0,0,0,0,0,0,0,0,0,0,1983,5,0.2521432173,2,5,5,100,4,0,0,0,5,0,11062,6,0.0542397396,1,6,6,100,4,0,0,0,5,0,13815,11,0.0796235975,3,11,11,100,8,0,0,0,10,0,oscillatory,Non-web libraries and frameworks,Library
overthere,overthere,git://github.com/xebialabs/overthere.git,102,28,16,35,5704,67,166,12,1642,24.5074626866,862,10375,94,280,0,0,0,0,0,0,0,0,0,0,0,0,143,5,3.4965034965,5,5,5,100,0,1,0,0,5,0,1081,5,0.4625346901,3,5,5,100,5,0,0,0,5,0,1504,10,0.664893617,8,10,10,100,5,1,0,0,10,0,increase,Non-web libraries and frameworks,Library
CrossBow,CrossBow,git://github.com/TwistedEquations/CrossBow.git,109,5,0,9,4418,23,227,2,15,0.652173913,18,227,1382,117,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,1058,8,0.7561436673,5,8,8,100,8,0,0,0,8,0,1382,8,0.5788712012,5,8,8,100,8,0,0,0,8,0,stable,Web libraries and frameworks,Library
javaewah,javaewah,git://github.com/lemire/javaewah.git,162,26,11,36,3155,63,87,2,1781,28.2698412698,578,7.9090909091,126,74,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,1225,8,0.6530612245,8,8,8,100,8,0,0,0,0,0,1386,8,0.5772005772,8,8,8,100,8,0,0,0,0,0,increase,Non-web libraries and frameworks,Library
zoie,zoie,git://github.com/senseidb/zoie.git,315,34,7,104,11078,13,184,10,1450,111.5384615385,524,26.2857142857,245,147,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,1394,8,0.5738880918,8,8,8,100,8,0,0,0,8,0,1715,8,0.4664723032,8,8,8,100,8,0,0,0,8,0,stable,System Software,Non-library
ideavim,ideavim,git://github.com/JetBrains/ideavim.git,1291,115,21,201,10817,20,446,2,4437,221.85,1333,21.2380952381,167.4285714286,323,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,2518,8,0.3177124702,8,8,8,100,0,0,0,0,8,0,3516,8,0.2275312856,8,8,8,100,0,0,0,0,8,0,increase,Software tools,Non-library
jcabi-aspects,jcabi-aspects,git://github.com/jcabi/jcabi-aspects.git,138,12,16,54,5566,26,115,3,1177,45.2692307692,658,7.1875,24875,31,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,285,7,2.4561403509,7,7,7,100,7,0,0,0,0,0,398,7,1.7587939698,7,7,7,100,7,0,0,0,0,0,stable,Non-web libraries and frameworks,Library
webmagic,webmagic,git://github.com/code4craft/webmagic.git,1227,262,18,803,11434,13,473,7,722,55.5384615385,682,26.2777777778,78.2777777778,73,0,0,0,0,0,0,0,0,0,0,0,0,247,1,0.4048582996,0,1,1,100,0,0,0,0,0,1,1089,6,0.5509641873,1,6,6,100,3,0,0,0,3,5,1409,7,0.4968062456,1,7,7,100,3,0,0,0,3,6,stable,Web libraries and frameworks,Library
osmdroid,osmdroid,git://github.com/osmdroid/osmdroid.git,447,81,9,224,11033,9,277,19,2466,274,1225,30.7777777778,233.1111111111,323,0,0,0,0,0,0,0,0,0,0,0,0,218,4,1.8348623853,0,4,4,100,4,0,0,0,2,0,1557,2,0.1284521516,1,2,2,100,2,0,0,0,2,0,2098,6,0.285986654,1,6,6,100,6,0,0,0,4,0,increase,Non-web libraries and frameworks,Library
elephant-bird,elephant-bird,git://github.com/twitter/elephant-bird.git,885,256,50,321,67413,31,430,17,1889,60.935483871,1305,8.6,52.72,196,0,0,0,0,0,0,0,0,0,0,0,0,388,5,1.2886597938,5,5,5,100,4,1,0,0,5,0,2052,1,0.0487329435,1,1,1,100,1,0,0,0,1,0,2636,6,0.2276176024,6,6,6,100,5,1,0,0,6,0,increase,Non-web libraries and frameworks,Library
nifty,nifty,git://github.com/facebook/nifty.git,354,97,9,115,2093,19,120,8,1195,62.8947368421,236,13.3333333333,294.2222222222,82,0,0,0,0,0,0,0,0,0,0,0,0,342,1,0.2923976608,1,1,1,100,1,0,0,1,1,0,2224,5,0.2248201439,5,5,5,100,5,0,0,0,5,0,2648,6,0.2265861027,6,6,6,100,6,0,0,1,6,0,increase,Non-web libraries and frameworks,Library
bobo,bobo,git://github.com/senseidb/bobo.git,141,21,14,96,11419,11,242,13,1539,139.9090909091,747,17.2857142857,217.1428571429,291,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,2395,6,0.2505219207,2,6,6,100,6,0,0,0,6,4,3040,6,0.1973684211,2,6,6,100,6,0,0,0,6,4,stable,System Software,Non-library
st-js,st-js,git://github.com/st-js/st-js.git,106,23,13,29,12110,20,901,5,1520,76,828,69.3076923077,346.4615384615,188,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,3415,6,0.1756954612,6,6,6,100,6,0,0,0,0,0,4504,6,0.1332149201,6,6,6,100,6,0,0,0,0,0,stable,Software tools,Non-library
android-maven-plugin,android-maven-plugin,git://github.com/simpligility/android-maven-plugin.git,878,86,200,366,36998,87,1480,5,2687,30.8850574713,2489,7.4,28.31,724,3,0.4143646409,2,3,3,100,3,1,0,0,3,0,877,3,0.3420752566,3,3,3,100,3,0,0,0,3,0,4061,0,0,0,0,0,0,0,0,0,0,0,0,5662,6,0.105969622,5,6,6,100,6,1,0,0,6,0,stable,Software tools,Non-library
logback,logback,git://github.com/qos-ch/logback.git,518,76,76,368,38736,54,1743,33,3312,61.3333333333,3422,22.9342105263,121.8421052632,2045,0,0,0,0,0,0,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,6042,6,0.0993048659,0,6,6,100,2,4,0,0,5,0,9260,6,0.0647948164,0,6,6,100,2,4,0,0,5,0,oscillatory,Non-web libraries and frameworks,Library
